84,-1,313.8,1.2,278.4,479.8,1.000000
84,-1,1.8,1.0,237.0,480.0,1.000000
29,-1,58.6,86.4,127.0,346.6,1.000000
29,-1,233.5,100.5,126.1,314.8,1.000000
212,-1,282.5,4.3,238.0,476.7,1.000000
212,-1,3.5,1.0,203.0,480.0,1.000000
212,-1,520.5,185.7,29.6,84.8,0.999000
212,-1,160.5,53.2,108.6,362.8,0.356000
212,-1,544.6,197.1,22.3,55.3,0.069000
263,-1,97.7,10.1,213.5,470.9,1.000000
263,-1,317.1,122.6,99.1,262.2,1.000000
263,-1,451.2,13.4,189.8,467.6,0.896000
263,-1,381.8,157.3,51.0,184.2,0.103000
352,-1,330.0,1.0,209.5,480.0,1.000000
352,-1,192.5,162.0,52.5,113.4,1.000000
352,-1,124.6,120.6,71.7,178.1,1.000000
352,-1,66.6,127.4,69.4,164.4,0.999000
352,-1,508.6,63.9,106.0,340.8,0.998000
295,-1,27.8,38.3,192.1,442.7,1.000000
295,-1,243.3,58.0,127.5,417.1,1.000000
295,-1,362.5,159.3,69.0,186.2,0.999000
295,-1,451.9,12.2,145.9,448.4,0.885000
393,-1,488.3,99.0,152.7,316.3,1.000000
393,-1,66.4,214.4,26.4,67.5,1.000000
393,-1,257.7,163.4,57.4,154.2,1.000000
393,-1,210.0,164.0,53.4,151.0,1.000000
393,-1,393.7,196.7,33.5,87.2,1.000000
393,-1,328.2,220.3,14.1,37.4,0.995000
393,-1,342.8,221.6,15.1,35.9,0.991000
95,-1,310.7,2.3,272.5,478.7,1.000000
95,-1,1.1,1.0,234.4,480.0,1.000000
56,-1,6.8,1.0,223.4,480.0,1.000000
56,-1,296.7,15.0,259.7,466.0,1.000000
12,-1,65.6,136.2,87.3,233.0,1.000000
12,-1,171.8,139.5,104.9,219.8,1.000000
12,-1,269.9,203.6,25.8,69.0,1.000000
12,-1,317.3,202.2,28.4,70.9,1.000000
12,-1,295.4,202.6,24.5,68.4,0.999000
12,-1,383.7,217.8,14.4,33.4,0.998000
12,-1,155.1,196.5,25.2,72.9,0.940000
12,-1,397.7,218.9,13.8,32.5,0.101000
39,-1,278.0,62.0,188.6,417.9,1.000000
39,-1,71.0,48.3,154.1,432.7,1.000000
39,-1,460.9,186.9,30.0,87.1,1.000000
39,-1,428.8,168.4,29.8,100.7,0.146000
14,-1,190.3,138.3,106.6,223.5,1.000000
14,-1,78.1,135.8,89.7,237.1,1.000000
14,-1,334.9,199.9,27.2,72.1,1.000000
14,-1,310.6,201.4,25.4,67.4,0.999000
14,-1,286.1,202.4,25.3,69.5,0.999000
14,-1,170.2,196.1,26.6,74.7,0.992000
14,-1,400.2,215.1,15.7,35.0,0.200000
63,-1,5.4,1.0,227.2,480.0,1.000000
63,-1,311.1,2.8,287.2,478.2,1.000000
63,-1,565.8,199.0,20.7,47.9,0.890000
287,-1,166.3,103.1,102.2,304.0,1.000000
287,-1,2.7,32.6,146.4,448.4,1.000000
287,-1,371.4,72.6,132.6,383.7,1.000000
287,-1,467.4,16.1,173.6,464.9,0.984000
287,-1,241.1,160.9,47.7,179.6,0.055000
75,-1,307.7,3.4,290.1,477.6,1.000000
75,-1,4.3,1.0,231.1,480.0,1.000000
126,-1,2.5,1.0,247.2,480.0,1.000000
126,-1,310.4,1.8,279.0,479.2,1.000000
126,-1,586.7,206.9,18.1,33.7,0.735000
297,-1,38.7,45.0,197.6,436.0,1.000000
297,-1,243.8,27.8,136.8,453.2,1.000000
297,-1,456.9,3.7,173.7,469.0,1.000000
297,-1,383.2,159.3,78.6,181.2,0.999000
122,-1,308.7,2.6,276.2,478.4,1.000000
122,-1,1.0,1.0,238.7,480.0,1.000000
138,-1,4.8,1.0,229.4,480.0,1.000000
138,-1,305.7,3.5,278.0,477.5,1.000000
138,-1,585.3,204.5,18.2,36.5,1.000000
419,-1,300.3,194.7,31.5,77.1,1.000000
419,-1,158.6,168.1,55.3,137.0,1.000000
419,-1,209.5,169.1,51.2,134.8,0.999000
419,-1,521.9,28.3,119.1,434.3,0.994000
322,-1,162.5,35.4,203.1,445.6,1.000000
322,-1,54.3,123.2,74.7,184.3,1.000000
