69,-1,912.8,482.9,97.6,112.6,1.000000
69,-1,835.8,472.2,53.7,77.0,1.000000
69,-1,374.4,447.1,43.4,105.1,1.000000
69,-1,1261.0,447.7,34.9,100.6,1.000000
69,-1,419.0,458.4,42.7,85.3,1.000000
69,-1,501.4,440.4,129.3,324.0,1.000000
69,-1,1543.7,429.8,52.0,127.2,1.000000
69,-1,1088.7,482.7,35.6,117.1,1.000000
69,-1,1004.6,441.5,42.1,112.0,1.000000
69,-1,619.2,441.2,96.2,290.0,1.000000
69,-1,1052.2,482.2,39.6,112.4,1.000000
69,-1,796.3,475.5,56.9,62.8,1.000000
69,-1,696.6,454.2,76.1,219.9,0.998000
69,-1,1095.8,442.2,39.7,108.8,0.998000
69,-1,475.5,465.6,33.4,97.9,0.996000
294,-1,752.6,445.0,65.1,198.0,1.000000
294,-1,1517.6,430.2,241.1,461.2,1.000000
294,-1,508.5,455.6,35.5,109.2,1.000000
294,-1,1003.3,408.0,156.3,613.0,1.000000
294,-1,1159.8,444.8,47.0,110.0,1.000000
294,-1,856.1,432.9,168.6,495.6,1.000000
294,-1,1359.1,441.9,51.6,109.5,1.000000
294,-1,410.1,470.4,49.1,104.4,1.000000
294,-1,659.9,460.9,25.8,72.7,1.000000
294,-1,382.3,463.2,44.8,111.7,0.999000
294,-1,1399.5,425.4,151.8,291.2,0.999000
294,-1,574.7,463.0,26.6,59.4,0.990000
294,-1,441.3,462.8,32.6,96.9,0.940000
294,-1,557.0,462.1,26.2,62.5,0.899000
294,-1,597.0,460.0,22.8,55.7,0.788000
294,-1,828.1,481.5,53.4,67.1,0.295000
294,-1,472.0,458.0,35.2,94.6,0.186000
294,-1,534.9,455.6,37.4,70.6,0.177000
293,-1,748.5,443.8,66.6,204.3,1.000000
293,-1,849.7,433.5,172.9,490.8,1.000000
293,-1,507.9,455.2,36.1,110.0,1.000000
293,-1,1515.9,431.5,240.4,455.2,1.000000
293,-1,1358.3,440.2,50.8,110.8,1.000000
293,-1,1157.3,443.7,48.0,114.8,1.000000
293,-1,998.9,409.2,154.9,624.3,1.000000
293,-1,410.3,471.9,47.4,102.7,1.000000
293,-1,658.7,461.0,27.0,72.8,1.000000
293,-1,381.8,462.8,44.2,111.2,0.999000
293,-1,576.2,462.0,25.7,59.5,0.989000
293,-1,445.3,462.9,30.0,93.8,0.955000
293,-1,1419.4,426.3,127.9,290.8,0.946000
293,-1,559.9,461.2,25.3,60.3,0.923000
293,-1,544.1,460.6,27.4,68.4,0.852000
293,-1,601.1,459.2,24.0,56.4,0.685000
293,-1,827.1,479.3,50.9,75.5,0.238000
293,-1,479.3,457.3,32.4,97.0,0.142000
159,-1,540.0,430.3,161.3,459.1,1.000000
159,-1,1188.7,445.1,39.9,101.4,1.000000
159,-1,399.4,469.2,61.6,104.9,1.000000
159,-1,733.0,434.2,119.9,343.7,1.000000
159,-1,1088.0,484.4,39.1,115.5,1.000000
159,-1,1000.1,444.0,38.0,103.2,1.000000
159,-1,371.6,446.7,44.4,104.3,1.000000
159,-1,843.7,447.6,83.6,287.3,1.000000
159,-1,472.1,466.4,35.0,111.0,1.000000
